INPUT:input	OUTPUT:result	GOLDEN:result	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
Стать богатым человеком в нашей жизни и перейти на хороший путь - это лучшая работа или бизнес лучше?	"{""label"":""Skip (grammar)""\,""offset"":0\,""length"":100\,""segment"":""Стать богатым человеком в нашей жизни и перейти на хороший путь - это лучшая работа или бизнес лучше""}"	"{""label"":""Object1""\,""offset"":0\,""length"":63\,""segment"":""Стать богатым человеком в нашей жизни и перейти на хороший путь""},{""label"":""Aspect""\,""offset"":77\,""length"":6\,""segment"":""работа""},{""label"":""Object2""\,""offset"":88\,""length"":6\,""segment"":""бизнес""}"			https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f59ed89799dd1994bc8f07	000016521d--63eca4420dee0e72fb99bd91	000016521d--63f59ed89799dd1994bc8f07	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T04:49:28.885
										
Действительно ли quora лучше, чем Google для получения ответов?	"{""label"":""Object1""\,""offset"":17\,""length"":5\,""segment"":""quora""},{""label"":""Object2""\,""offset"":34\,""length"":6\,""segment"":""Google""},{""label"":""Aspect""\,""offset"":45\,""length"":17\,""segment"":""получения ответов""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f59f949799dd1994bc8f8a	000016521d--63eca3f30dee0e72fb99bacc	000016521d--63f59f949799dd1994bc8f8a	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T04:52:36.913
При покупке блендера какой контейнер лучше квадратный или круглый?	"{""label"":""CommonObj""\,""offset"":27\,""length"":9\,""segment"":""контейнер""},{""label"":""Object1""\,""offset"":43\,""length"":10\,""segment"":""квадратный""},{""label"":""Object2""\,""offset"":58\,""length"":7\,""segment"":""круглый""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f59f949799dd1994bc8f8a	000016521d--63eca4380dee0e72fb99bd45	000016521d--63f59f949799dd1994bc8f8a	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T04:52:36.913
Должен ли я сдавать IELTS или TOEFL?	"{""label"":""Object1""\,""offset"":20\,""length"":5\,""segment"":""IELTS""},{""label"":""Object2""\,""offset"":30\,""length"":5\,""segment"":""TOEFL""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f59f949799dd1994bc8f8a	000016521d--63eca3d80dee0e72fb99b9d4	000016521d--63f59f949799dd1994bc8f8a	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T04:52:36.913
Почему люди придают большее значение аватарам Кришны и рамы по сравнению с господом Вишну, хотя Кришна и Рама - всего лишь аватары, а Вишну - высшее?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":148\,""segment"":""Почему люди придают большее значение аватарам Кришны и рамы по сравнению с господом Вишну\, хотя Кришна и Рама - всего лишь аватары\, а Вишну - высшее""}"	"{""label"":""Skip (grammar)""\,""offset"":0\,""length"":148\,""segment"":""Почему люди придают большее значение аватарам Кришны и рамы по сравнению с господом Вишну\, хотя Кришна и Рама - всего лишь аватары\, а Вишну - высшее""}"			https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f59f949799dd1994bc8f8a	000016521d--63eca4400dee0e72fb99bd83	000016521d--63f59f949799dd1994bc8f8a	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T04:52:36.913
Университет графической эры лучше всего подходит для mba или jss noida?	"{""label"":""Object1""\,""offset"":53\,""length"":3\,""segment"":""mba""},{""label"":""Object2""\,""offset"":61\,""length"":9\,""segment"":""jss noida""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f59f949799dd1994bc8f8a	000016521d--63eca3e00dee0e72fb99ba1a	000016521d--63f59f949799dd1994bc8f8a	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T04:52:36.913
Какая операционная система имеет лучшую производительность: Windows 7 или Windows 8?	"{""label"":""CommonObj""\,""offset"":6\,""length"":20\,""segment"":""операционная система""},{""label"":""Aspect""\,""offset"":40\,""length"":18\,""segment"":""производительность""},{""label"":""Object1""\,""offset"":60\,""length"":9\,""segment"":""Windows 7""},{""label"":""Object2""\,""offset"":74\,""length"":9\,""segment"":""Windows 8""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f59f949799dd1994bc8f8a	000016521d--63eca3d40dee0e72fb99b9b8	000016521d--63f59f949799dd1994bc8f8a	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T04:52:36.913
Для иностранца-нерезидента США, проживающего в стране с территориальным налогообложением, который намерен эффективно получать доход от США eci, лучше ли создать американское LLC, американскую корпорацию c или иностранную организацию?	"{""label"":""Skip (grammar)""\,""offset"":0\,""length"":232\,""segment"":""Для иностранца-нерезидента США\, проживающего в стране с территориальным налогообложением\, который намерен эффективно получать доход от США eci\, лучше ли создать американское LLC\, американскую корпорацию c или иностранную организацию""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f59f949799dd1994bc8f8a	000016521d--63eca4330dee0e72fb99bd2b	000016521d--63f59f949799dd1994bc8f8a	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T04:52:36.913
Какая самая высокая вершина Индии к2 или Каченджанга?	"{""label"":""Aspect""\,""offset"":12\,""length"":7\,""segment"":""высокая""},{""label"":""CommonObj""\,""offset"":20\,""length"":13\,""segment"":""вершина Индии""},{""label"":""Object1""\,""offset"":34\,""length"":2\,""segment"":""к2""},{""label"":""Object2""\,""offset"":41\,""length"":11\,""segment"":""Каченджанга""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f59f949799dd1994bc8f8a	000016521d--63eca3fc0dee0e72fb99bb26	000016521d--63f59f949799dd1994bc8f8a	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T04:52:36.913
Какие технологии работают лучше: Apple или Google?	"{""label"":""CommonObj""\,""offset"":6\,""length"":10\,""segment"":""технологии""},{""label"":""Aspect""\,""offset"":17\,""length"":8\,""segment"":""работают""},{""label"":""Object1""\,""offset"":33\,""length"":5\,""segment"":""Apple""},{""label"":""Object2""\,""offset"":43\,""length"":6\,""segment"":""Google""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f59f949799dd1994bc8f8a	000016521d--63eca3d90dee0e72fb99b9da	000016521d--63f59f949799dd1994bc8f8a	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T04:52:36.913
Что лучше Бали или Пхукет для мужчин-путешественников, ищущих лучшие пляжи, ночную жизнь и развлечения?	"{""label"":""Object1""\,""offset"":10\,""length"":4\,""segment"":""Бали""},{""label"":""Object2""\,""offset"":19\,""length"":6\,""segment"":""Пхукет""},{""label"":""Aspect""\,""offset"":62\,""length"":40\,""segment"":""лучшие пляжи\, ночную жизнь и развлечения""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f59f949799dd1994bc8f8a	000016521d--63eca4150dee0e72fb99bbf0	000016521d--63f59f949799dd1994bc8f8a	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T04:52:36.913
										
Какой лучший Android-смартфон младше 10000?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":42\,""segment"":""Какой лучший Android-смартфон младше 10000""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a086f977f94f45984237	000016521d--63eca41c0dee0e72fb99bc24	000016521d--63f5a086f977f94f45984237	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T04:56:38.990
Какой университет мне следует выбрать для обучения компьютерной инженерии uiuc penn state или cmu?	"{""label"":""Aspect""\,""offset"":42\,""length"":31\,""segment"":""обучения компьютерной инженерии""},{""label"":""Object1""\,""offset"":74\,""length"":15\,""segment"":""uiuc penn state""},{""label"":""Object2""\,""offset"":94\,""length"":3\,""segment"":""cmu""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a086f977f94f45984237	000016521d--63eca41a0dee0e72fb99bc1a	000016521d--63f5a086f977f94f45984237	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T04:56:38.990
Какой алгоритм лучше, быстрая сортировка или сортировка слиянием?	"{""label"":""CommonObj""\,""offset"":6\,""length"":8\,""segment"":""алгоритм""},{""label"":""Object1""\,""offset"":22\,""length"":18\,""segment"":""быстрая сортировка""},{""label"":""Object2""\,""offset"":45\,""length"":19\,""segment"":""сортировка слиянием""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a086f977f94f45984237	000016521d--63eca3da0dee0e72fb99b9e6	000016521d--63f5a086f977f94f45984237	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T04:56:38.990
Что предпочтительнее - червячное литье или чай для червячного литья?	"{""label"":""Object1""\,""offset"":23\,""length"":15\,""segment"":""червячное литье""},{""label"":""Object2""\,""offset"":43\,""length"":24\,""segment"":""чай для червячного литья""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a086f977f94f45984237	000016521d--63eca3ec0dee0e72fb99ba7e	000016521d--63f5a086f977f94f45984237	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T04:56:38.990
Что лучше: ASP или PHP?	"{""label"":""Object1""\,""offset"":11\,""length"":3\,""segment"":""ASP""},{""label"":""Object2""\,""offset"":19\,""length"":3\,""segment"":""PHP""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a086f977f94f45984237	000016521d--63eca3d30dee0e72fb99b9b0	000016521d--63f5a086f977f94f45984237	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T04:56:38.990
Стоит ли купить Xbox или PlayStation?	"{""label"":""Object1""\,""offset"":16\,""length"":4\,""segment"":""Xbox""},{""label"":""Object2""\,""offset"":25\,""length"":11\,""segment"":""PlayStation""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a086f977f94f45984237	000016521d--63eca3de0dee0e72fb99ba02	000016521d--63f5a086f977f94f45984237	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T04:56:38.990
На кантонском или мандаринском диалекте чаще говорят за пределами Китая?	"{""label"":""Object1""\,""offset"":3\,""length"":10\,""segment"":""кантонском""},{""label"":""Object2""\,""offset"":18\,""length"":12\,""segment"":""мандаринском""},{""label"":""CommonObj""\,""offset"":31\,""length"":8\,""segment"":""диалекте""},{""label"":""Aspect""\,""offset"":40\,""length"":12\,""segment"":""чаще говорят""},{""label"":""Aspect""\,""offset"":53\,""length"":18\,""segment"":""за пределами Китая""}"	"{""label"":""Object1""\,""offset"":3\,""length"":10\,""segment"":""кантонском""},{""label"":""Object2""\,""offset"":18\,""length"":12\,""segment"":""мандаринском""},{""label"":""CommonObj""\,""offset"":31\,""length"":8\,""segment"":""диалекте""},{""label"":""Aspect""\,""offset"":40\,""length"":31\,""segment"":""чаще говорят за пределами Китая""}"			https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a086f977f94f45984237	000016521d--63eca43c0dee0e72fb99bd63	000016521d--63f5a086f977f94f45984237	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T04:56:38.990
Кого вы ожидаете увидеть следующим президентом США - Хиллари Клинтон или Дональда Трампа и почему?	"{""label"":""Object1""\,""offset"":53\,""length"":15\,""segment"":""Хиллари Клинтон""},{""label"":""Object2""\,""offset"":73\,""length"":15\,""segment"":""Дональда Трампа""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a086f977f94f45984237	000016521d--63eca4380dee0e72fb99bd49	000016521d--63f5a086f977f94f45984237	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T04:56:38.990
Какой вариант лучше при планировании поездки из Бангалора в Гоа: поехать на машине и начать движение ночью или поехать поездом в Гоа и зарезервировать машину там?	"{""label"":""Aspect""\,""offset"":24\,""length"":39\,""segment"":""планировании поездки из Бангалора в Гоа""},{""label"":""Object1""\,""offset"":65\,""length"":41\,""segment"":""поехать на машине и начать движение ночью""},{""label"":""Object2""\,""offset"":111\,""length"":50\,""segment"":""поехать поездом в Гоа и зарезервировать машину там""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a086f977f94f45984237	000016521d--63eca40d0dee0e72fb99bbb0	000016521d--63f5a086f977f94f45984237	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T04:56:38.990
Почему бронза предпочтительнее медного металла для изготовления статуй?	"{""label"":""Object1""\,""offset"":7\,""length"":6\,""segment"":""бронза""},{""label"":""Object2""\,""offset"":31\,""length"":15\,""segment"":""медного металла""},{""label"":""Aspect""\,""offset"":51\,""length"":19\,""segment"":""изготовления статуй""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a086f977f94f45984237	000016521d--63eca3e30dee0e72fb99ba36	000016521d--63f5a086f977f94f45984237	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T04:56:38.990
										
Должен ли я получить степень бакалавра в университете с самым высоким рейтингом или mcomp в университете с более низким рейтингом?	"{""label"":""Object1""\,""offset"":21\,""length"":58\,""segment"":""степень бакалавра в университете с самым высоким рейтингом""},{""label"":""Object2""\,""offset"":84\,""length"":45\,""segment"":""mcomp в университете с более низким рейтингом""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a1119799dd1994bc9036	000016521d--63eca4230dee0e72fb99bc73	000016521d--63f5a1119799dd1994bc9036	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T04:58:57.535
Что лучше jsp или php и почему?	"{""label"":""Object1""\,""offset"":10\,""length"":3\,""segment"":""jsp""},{""label"":""Object2""\,""offset"":18\,""length"":3\,""segment"":""php""}"	"{""label"":""Object1""\,""offset"":10\,""length"":3\,""segment"":""jsp""},{""label"":""Object2""\,""offset"":18\,""length"":3\,""segment"":""php""}"			https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a1119799dd1994bc9036	000016521d--63eca43f0dee0e72fb99bd7b	000016521d--63f5a1119799dd1994bc9036	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T04:58:57.535
Какие венчурные капиталисты или фирмы венчурного капитала наилучшим образом используют linkedin?	"{""label"":""Object1""\,""offset"":6\,""length"":21\,""segment"":""венчурные капиталисты""},{""label"":""Object2""\,""offset"":32\,""length"":25\,""segment"":""фирмы венчурного капитала""},{""label"":""Aspect""\,""offset"":76\,""length"":19\,""segment"":""используют linkedin""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a1119799dd1994bc9036	000016521d--63eca3f40dee0e72fb99bad6	000016521d--63f5a1119799dd1994bc9036	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T04:58:57.535
Какой браузер лучше, Internet Explorer или Firefox?	"{""label"":""CommonObj""\,""offset"":6\,""length"":7\,""segment"":""браузер""},{""label"":""Object1""\,""offset"":21\,""length"":17\,""segment"":""Internet Explorer""},{""label"":""Object2""\,""offset"":43\,""length"":7\,""segment"":""Firefox""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a1119799dd1994bc9036	000016521d--63eca3d20dee0e72fb99b9a0	000016521d--63f5a1119799dd1994bc9036	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T04:58:57.535
Что сложнее - перетасовать отсортированную колоду или отсортировать перетасованную?	"{""label"":""Aspect""\,""offset"":4\,""length"":7\,""segment"":""сложнее""},{""label"":""Object1""\,""offset"":14\,""length"":28\,""segment"":""перетасовать отсортированную""},{""label"":""CommonObj""\,""offset"":43\,""length"":6\,""segment"":""колоду""},{""label"":""Object1""\,""offset"":54\,""length"":28\,""segment"":""отсортировать перетасованную""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a1119799dd1994bc9036	000016521d--63eca3f90dee0e72fb99bb04	000016521d--63f5a1119799dd1994bc9036	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T04:58:57.535
Trinet или algentis, кто является лучшим поставщиком кадровых услуг на аутсорсинге?	"{""label"":""Object1""\,""offset"":0\,""length"":6\,""segment"":""Trinet""},{""label"":""Object2""\,""offset"":11\,""length"":8\,""segment"":""algentis""},{""label"":""Aspect""\,""offset"":41\,""length"":41\,""segment"":""поставщиком кадровых услуг на аутсорсинге""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a1119799dd1994bc9036	000016521d--63eca4110dee0e72fb99bbd0	000016521d--63f5a1119799dd1994bc9036	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T04:58:57.535
Является ли рожь или овес лучшим зимним укрытием для огорода с плохой почвой?	"{""label"":""Object1""\,""offset"":12\,""length"":4\,""segment"":""рожь""},{""label"":""Object2""\,""offset"":21\,""length"":4\,""segment"":""овес""},{""label"":""CommonObj""\,""offset"":33\,""length"":43\,""segment"":""зимним укрытием для огорода с плохой почвой""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a1119799dd1994bc9036	000016521d--63eca3f60dee0e72fb99baeb	000016521d--63f5a1119799dd1994bc9036	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T04:58:57.535
Что было сделано первым Диснейлендом или миром Диснея?	"{""label"":""Aspect""\,""offset"":9\,""length"":14\,""segment"":""сделано первым""},{""label"":""Object1""\,""offset"":24\,""length"":12\,""segment"":""Диснейлендом""},{""label"":""Object2""\,""offset"":41\,""length"":12\,""segment"":""миром Диснея""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a1119799dd1994bc9036	000016521d--63eca42c0dee0e72fb99bce9	000016521d--63f5a1119799dd1994bc9036	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T04:58:57.535
Канадцам лучше всего получить египетскую визу заранее или в аэропорту Каира?	"{""label"":""CommonObj""\,""offset"":21\,""length"":24\,""segment"":""получить египетскую визу""},{""label"":""Object1""\,""offset"":46\,""length"":7\,""segment"":""заранее""},{""label"":""Object2""\,""offset"":60\,""length"":15\,""segment"":""аэропорту Каира""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a1119799dd1994bc9036	000016521d--63eca4090dee0e72fb99bb8e	000016521d--63f5a1119799dd1994bc9036	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T04:58:57.535
Должен ли я присоединиться к tcs или qainfotech?	"{""label"":""Object1""\,""offset"":29\,""length"":3\,""segment"":""tcs""},{""label"":""Object2""\,""offset"":37\,""length"":10\,""segment"":""qainfotech""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a1119799dd1994bc9036	000016521d--63eca3e00dee0e72fb99ba18	000016521d--63f5a1119799dd1994bc9036	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T04:58:57.535
										
У кого лучшее подключение к Интернету для Windows vista windows 7 или Windows vista ubuntu?	"{""label"":""Aspect""\,""offset"":14\,""length"":41\,""segment"":""подключение к Интернету для Windows vista""},{""label"":""Object1""\,""offset"":56\,""length"":9\,""segment"":""windows 7""},{""label"":""Object2""\,""offset"":70\,""length"":20\,""segment"":""Windows vista ubuntu""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a1d1306c8e629d6538de	000016521d--63eca4100dee0e72fb99bbca	000016521d--63f5a1d1306c8e629d6538de	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:02:09.207
Каков наилучший способ запомнить то, что вы изучаете, или запомнить прочитанное?	"{""label"":""Skip (grammar)""\,""offset"":0\,""length"":79\,""segment"":""Каков наилучший способ запомнить то\, что вы изучаете\, или запомнить прочитанное""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a1d1306c8e629d6538de	000016521d--63eca40b0dee0e72fb99bb9e	000016521d--63f5a1d1306c8e629d6538de	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:02:09.207
Какой четырехколесный грузовик лучше: Форд или Тойота?	"{""label"":""CommonObj""\,""offset"":6\,""length"":24\,""segment"":""четырехколесный грузовик""},{""label"":""Object1""\,""offset"":38\,""length"":4\,""segment"":""Форд""},{""label"":""Object2""\,""offset"":47\,""length"":6\,""segment"":""Тойота""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a1d1306c8e629d6538de	000016521d--63eca3d50dee0e72fb99b9bc	000016521d--63f5a1d1306c8e629d6538de	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:02:09.207
Назовите несколько хороших университетов для изучения космологии или астрофизики?	"{""label"":""Object1""\,""offset"":54\,""length"":10\,""segment"":""космологии""},{""label"":""Object2""\,""offset"":69\,""length"":11\,""segment"":""астрофизики""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a1d1306c8e629d6538de	000016521d--63eca4100dee0e72fb99bbc6	000016521d--63f5a1d1306c8e629d6538de	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:02:09.207
Кто сильнее, Халк или Супермен?	"{""label"":""Aspect""\,""offset"":4\,""length"":7\,""segment"":""сильнее""},{""label"":""Object1""\,""offset"":13\,""length"":4\,""segment"":""Халк""},{""label"":""Object2""\,""offset"":22\,""length"":8\,""segment"":""Супермен""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a1d1306c8e629d6538de	000016521d--63eca3d70dee0e72fb99b9d0	000016521d--63f5a1d1306c8e629d6538de	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:02:09.207
Какой вариант лучше mkcg в Берхампуре или kgmc в Манипале?	"{""label"":""Object1""\,""offset"":20\,""length"":17\,""segment"":""mkcg в Берхампуре""},{""label"":""Object2""\,""offset"":42\,""length"":15\,""segment"":""kgmc в Манипале""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a1d1306c8e629d6538de	000016521d--63eca41a0dee0e72fb99bc16	000016521d--63f5a1d1306c8e629d6538de	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:02:09.207
Что лучше для простого советника по сравнению с советником-экспертом и исследовательским опытом?	"{""label"":""Skip (grammar)""\,""offset"":0\,""length"":95\,""segment"":""Что лучше для простого советника по сравнению с советником-экспертом и исследовательским опытом""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a1d1306c8e629d6538de	000016521d--63eca4000dee0e72fb99bb4c	000016521d--63f5a1d1306c8e629d6538de	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:02:09.207
Что мне следует выучить в первую очередь javascript или html css?	"{""label"":""Object1""\,""offset"":41\,""length"":10\,""segment"":""javascript""},{""label"":""Object2""\,""offset"":56\,""length"":8\,""segment"":""html css""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a1d1306c8e629d6538de	000016521d--63eca4040dee0e72fb99bb68	000016521d--63f5a1d1306c8e629d6538de	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:02:09.207
Газовая или угольная решетка, какую купить?	"{""label"":""Object1""\,""offset"":0\,""length"":7\,""segment"":""Газовая""},{""label"":""Object2""\,""offset"":12\,""length"":8\,""segment"":""угольная""},{""label"":""CommonObj""\,""offset"":21\,""length"":7\,""segment"":""решетка""}"	"{""label"":""Object1""\,""offset"":0\,""length"":7\,""segment"":""Газовая""},{""label"":""Object2""\,""offset"":12\,""length"":8\,""segment"":""угольная""},{""label"":""CommonObj""\,""offset"":21\,""length"":7\,""segment"":""решетка""}"			https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a1d1306c8e629d6538de	000016521d--63eca4400dee0e72fb99bd81	000016521d--63f5a1d1306c8e629d6538de	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:02:09.207
Онлайн-курсы лучше очных занятий?	"{""label"":""Object1""\,""offset"":0\,""length"":12\,""segment"":""Онлайн-курсы""},{""label"":""Object2""\,""offset"":19\,""length"":13\,""segment"":""очных занятий""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a1d1306c8e629d6538de	000016521d--63eca3d80dee0e72fb99b9d6	000016521d--63f5a1d1306c8e629d6538de	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:02:09.207
										
Почему цветное видео сжимается лучше, чем черно-белое?	"{""label"":""Object1""\,""offset"":7\,""length"":7\,""segment"":""цветное""},{""label"":""CommonObj""\,""offset"":15\,""length"":5\,""segment"":""видео""},{""label"":""Aspect""\,""offset"":21\,""length"":9\,""segment"":""сжимается""},{""label"":""Object2""\,""offset"":42\,""length"":11\,""segment"":""черно-белое""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a2436dce574f4fe78b59	000016521d--63eca4090dee0e72fb99bb92	000016521d--63f5a2436dce574f4fe78b59	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:04:03.317
Что лучше для окружающей среды, настоящая или искусственная елка?	"{""label"":""Aspect""\,""offset"":14\,""length"":16\,""segment"":""окружающей среды""},{""label"":""Object1""\,""offset"":32\,""length"":9\,""segment"":""настоящая""},{""label"":""Object2""\,""offset"":46\,""length"":13\,""segment"":""искусственная""},{""label"":""CommonObj""\,""offset"":60\,""length"":4\,""segment"":""елка""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a2436dce574f4fe78b59	000016521d--63eca3d40dee0e72fb99b9b2	000016521d--63f5a2436dce574f4fe78b59	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:04:03.317
Должен ли я получить google pixel или iphone 7?	"{""label"":""Object1""\,""offset"":21\,""length"":12\,""segment"":""google pixel""},{""label"":""Object2""\,""offset"":38\,""length"":8\,""segment"":""iphone 7""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a2436dce574f4fe78b59	000016521d--63eca3f00dee0e72fb99ba9f	000016521d--63f5a2436dce574f4fe78b59	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:04:03.317
Что больше - США или Китай?	"{""label"":""Aspect""\,""offset"":4\,""length"":6\,""segment"":""больше""},{""label"":""Object1""\,""offset"":13\,""length"":3\,""segment"":""США""},{""label"":""Object2""\,""offset"":21\,""length"":5\,""segment"":""Китай""}"	"{""label"":""Aspect""\,""offset"":4\,""length"":6\,""segment"":""больше""},{""label"":""Object1""\,""offset"":13\,""length"":3\,""segment"":""США""},{""label"":""Object2""\,""offset"":21\,""length"":5\,""segment"":""Китай""}"			https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a2436dce574f4fe78b59	000016521d--63eca4400dee0e72fb99bd85	000016521d--63f5a2436dce574f4fe78b59	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:04:03.317
Почему промышленная революция впервые произошла в Англии, как она соотносится с тем, что происходит в Индии в настоящее время?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":125\,""segment"":""Почему промышленная революция впервые произошла в Англии\, как она соотносится с тем\, что происходит в Индии в настоящее время""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a2436dce574f4fe78b59	000016521d--63eca4170dee0e72fb99bbfe	000016521d--63f5a2436dce574f4fe78b59	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:04:03.317
Если бы у вас не было другого выбора, кроме как выпустить пулю из воздушного шара, в каком направлении было бы лучше нанести наименьший вред?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":140\,""segment"":""Если бы у вас не было другого выбора\, кроме как выпустить пулю из воздушного шара\, в каком направлении было бы лучше нанести наименьший вред""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a2436dce574f4fe78b59	000016521d--63eca3f70dee0e72fb99baf3	000016521d--63f5a2436dce574f4fe78b59	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:04:03.317
